article-title,article-pmid
VBM signatures of abnormal eating behaviours in frontotemporal lobar degeneration ,17240166
Contribution of the frontal lobe to externally and internally specified verbal responses: fMRI evidence ,16990015
Neural response to specific components of fearful faces in healthy and schizophrenic adults ,19699306
Sustained spatial attention to vibration is mediated in primary somatosensory cortex ,17187993
Aging-related changes in the default mode network and its anti-correlated networks: A resting-state fMRI study ,21925236
Influence of Temporal Expectations on Response Priming by Subliminal Faces,27764124
High-Frequency TRNS Reduces BOLD Activity during Visuomotor Learning,23527247
Cholinergic Potentiation and Audiovisual Repetition-Imitation Therapy Improve Speech Production and Communication Deficits in a Person with Crossed Aphasia by Inducing Structural Plasticity in White Matter Tracts,28659776
Eyes on me: an fMRI study of the effects of social gaze on action control,20705602
Discrete Neural Substrates Underlie Complementary Audiovisual Speech Integration Processes,21195198
The Cingulo-Opercular Network Provides Word-Recognition Benefit,24285902
Interference control during recognition of facial affect enhances the processing of expression specific properties — An event-related fMRI study ,19306854
Abnormal gray matter and white matter volume in ‘Internet gaming addicts’ ,25260201
Distinct neural systems subserve person and object knowledge,12417766
Intrinsic Connectivity Identifies the Hippocampus as a Main Crossroad between Alzheimer’s and Semantic Dementia-Targeted Networks ,24656258
A functional imaging investigation of moral deliberation and moral intuition,19878727
Salience maps in parietal cortex: Imaging and computational modeling ,20100583
Fusiform Gyrus Dysfunction is Associated with Perceptual Processing Efficiency to Emotional Faces in Adolescent Depression: A Model-Based Approach,26869950
Differential Effects of Single-Dose Escitalopram on Cognitive and Affective Interference during Stroop Task,24616708
"Hemodynamic responses of the amygdala, the orbitofrontal cortex and the visual cortex during a fear conditioning paradigm ",15935259
Neural correlates of message tailoring and self-relatedness in smoking cessation programming,18926523
A VBM study demonstrating ‘apparent’ effects of a single dose of medication on T1-weighted MRIs,22302433
LORETA EEG phase reset of the default mode network,25100976
Dyslexic brain activation abnormalities in deep and shallow orthographies: A meta‐analysis of 28 functional neuroimaging studies,27061464
The Effects of CPAP Treatment on Task Positive and Default Mode Networks in Obstructive Sleep Apnea Patients: An fMRI Study,23227139
You Are the Danger: Attenuated Insula Response in Methamphetamine Users During Aversive Interoceptive Decision-Making *,24993186
The integration of the internal and external milieu in the insula during dynamic emotional experiences ,26375211
Disturbed spontaneous brain-activity pattern in patients with optic neuritis using amplitude of low-frequency fluctuation: a functional magnetic resonance imaging study,26719692
Neural correlates of generating visual nouns and motor verbs in a minimal phrase context ,20053347
Disintegration of Multisensory Signals from the Real Hand Reduces Default Limb Self-Attribution: An fMRI Study,23946393
Motion area V5/MT+ response to global motion in the absence of V1 resembles early visual cortex,25433915
Are Representations in Working Memory Distinct From Representations in Long-Term Memory? Neural Evidence in Support of a Single Store,20624934
Neural Correlates of Lyrical Improvisation: An fMRI Study of Freestyle Rap,23155479
When gaze opens the channel for communication: Integrative role of IFG and MPFC ,26080312
Boosting BOLD fMRI by K-Space Density Weighted Echo Planar Imaging,24040262
Neuronal effects of nicotine during auditory selective attention,25491929
Individual differences in neural responses to social rejection: the joint effect of self-esteem and attentional control,21609969
Neural mechanisms of subclinical depressive symptoms in women: a pilot functional brain imaging study,22998631
A Functional Imaging Study of Self-Regulatory Capacities in Persons Who Stutter,24587104
Number Conservation is Related to Children’s Prefrontal Inhibitory Control: An fMRI Study of a Piagetian Task,22815825
Left thalamo-cortical network implicated in successful speech separation and identification ,15907316
A direct brainstem–amygdala–cortical ‘alarm’ system for subliminal signals of fear ,15588615
Hypersensitivity in Borderline Personality Disorder during Mindreading,22870240
"Perceptual organization and visual search processes during target detection task performance in schizophrenia, as revealed by fMRI ",20678981
Neural activity during social signal perception correlates with self-reported empathy,19836364
The representation of tool and non-tool object information in the human intraparietal sulcus,23536716
Neural mechanisms of verb argument structure processing in agrammatic aphasic and healthy age-matched listeners,19702460
Emotional and cognitive stimuli differentially engage the default network during inductive reasoning,21296864
Evidence accumulation detected in BOLD signal using slow perceptual decision making ,28131862
A cerebellar thalamic cortical circuit for error-related cognitive control,20656038
Unstable Prefrontal Response to Emotional Conflict and Activation of Lower Limbic Structures and Brainstem in Remitted Panic Disorder,19462002
Neuroprotective effects of testosterone treatment in men with multiple sclerosis,24634831
Neural substrates underlying stimulation-enhanced motor skill learning after stroke,25488186
Inter-individual differences in the habitual use of cognitive reappraisal and expressive suppression are associated with variations in prefrontal cognitive control for emotional information: An event related fMRI study ,22445780
Neural recruitment and connectivity during emotional memory retrieval across the adult lifespan,24986714
Sexually dimorphic brain volume interaction in college-aged binge drinkers,26900571
Effects of Category Learning on Neural Sensitivity to Non-Native Phonetic Categories,22621261
Influence of the cortical midline structures on moral emotion and motivation in moral decision-making ,26772629
fMRI Repetition Suppression During Generalized Social Categorization,28655903
Evidence of successful modulation of brain activation and subjective experience during reappraisal of negative emotion in unmedicated depression,23570916
